,text,grade,date
72,"Parfait
Parfait, le tarif est juste et adapté à ma consommation. Ils me remboursent en fin d’échéancier si jamais j’ai trop payé. Nous avons jamais eu de mauvaise surprise. Je les recommande.
Date de l'expérience: 31 décembre 2022",5,31 déc. 2022
73,"Chez total je paye l'abonnement alors même Je ne suis plus cliente.... Ubuesque .
Très mécontente. Suite à plusieurs problèmes de communication non résolus j'ai changé de fournisseur d'énergie le 7 novembre dernier, hors j'ai encore du payer ce jour une facture concernant l'abonnement sur une période novembre et décembre ou je ne suis plus cliente.
Au téléphone, les réponses sont toutes faites. On vous propose un remboursement qui interviendra ou pas... C'est comme si la caissière me faisait payer des courses que je n'ai pas acheté... On rêve... Beaucoup de progrès à faire
Date de l'expérience: 06 décembre 2022",1,6 déc. 2022
74,"Service impeccable chez Total Energie
A chaque fois que je contacte au téléphone le Service Clients de Total Energie, que ce soit pour le Gaz ou l""électricité, je tombe sur une personne agréable, courtoise, à l""écoute, sachant bien conseiller ce qui est très important pour moi. Je recommande ce site qui nous fait bénéficier de tarifs préférentiels et j""espère pour longtemps ;-)
Date de l'expérience: 01 décembre 2022",5,1 déc. 2022
75,"Service déplorable même sur l’appli
En plus d’être pollué par les messages de sanctions de la direction de fraudes, l’espace en ligne ne permet plus depuis des semaines de suivre sa consommation.
A un moment où il est important de surveiller sa consommation ce n’est franchement pas exemplaire…
Date de l'expérience: 11 décembre 2022",1,11 déc. 2022
76,"Comme monsieur Dubois et son message ci…
Comme monsieur Dubois et son message ci dessous, j'ai souscrit à une offre verte chez total et je me suis retrouvé avec une facture presque triplée!
Ayant reçu le premier contrat avec un tarif heures creuses , je vois le prix du kwh en heures pleines a 0.18euro. Je l'accepte donc, puis le lendemain je me retrouve avec un autre contrat ou le prix en heures pleines passe subitement a 0.54euro/ kwh! Une vraie escroquerie!
Bien évidemment le conseiller au téléphone ne savait rien me dire de plus que ce que je lui fournissait malgré les exemplaires des deux contrats. Je fais donc un mail dans lequel on me répond qu'à la période de souscription le contrat vert n'existait pas et qu'il y avait que le contrat vert fixe... on me stipule aussi que le contrat Éco n'existait pas encore également. Mais dites moi? Vous n'avez qu'un type de contrat a proposer ou plutôt a imposer à vos client?
Comment expliquez vous que je possède deux contrats avec des grilles tarifaires différentes?
Bien évidemment le service qui gère le litige me dit qu'il me répondra pas avant 1 mois...
Bah voyons!
J'ai chauffe beaucoup moins qui plus est et je le retrouve avec une facture *3... je deconseille franchement total energies! Il y a juste a voir les condamnations qu'ils ont eu dernièrement pour comprendre que mon cas fait partie de celles ci...
Bien évidement si il le faut jengagerai des poursuites pour falsification de contrats.
Total, vous ne viendrez plus chez nous pas hasards...
Date de l'expérience: 16 janvier 2023",1,23 janv. 2023
77,"Facture de régulation
Bonjour,
Sur mon suivi de consommation gaz, ma facture de régulation m'annoncait un solde en ma faveur de 74€ encore la semaine dernière et maintenant elle est à 0€. J'ai donc écrit à Totalenergies pour avoir des explications, réponse : faut pas tenir compte de cette estimation que ce n'est qu'une estimation ??? Comment est-ce possible alors que GRDF leur fournit ma consommation réèlle tous les mois. J'ai donc demandé des explications complémentaires, j'ai reçu pour réponse un copier/coller du 1er mail ! Personne n'est capable de m'expliquer pourquoi la facture est passée de -74€ à 0€ en quelques jours ... Le suivi de consommation est-il bidon ? Peut-on faire confiance aux données annoncées ? J'attends ma facture définitive pour prendre une décision !
Date de l'expérience: 24 décembre 2022",1,24 déc. 2022
78,"J’ai été démarché par Yamina YAICHE…
J’ai été démarché par Yamina YAICHE alors que n’avais rien demander. Cette personne m’a embrouillé pour installer un point de recharge dans mon domicile pour au final prendre énormément de mon temps et me dire au final que je dois payer 2000 euros de ma poche. Depuis plus de nouvelle. Bravo total pour votre manque de professionnalisme en recrutant des personnes nullll!!!! Manque de compétence et de sérieux.
Date de l'expérience: 15 septembre 2022",1,24 nov. 2022
79,"Satisfait de TotalEnergies
Je recommande TotalEnergies. Les prix sont intéressants (10% en moins sur le prix du gaz et de l'électricité) et le service est de qualité.
Vous gagnez 20€ grâce à mon code de parrainage : 105984846. Cordialement.
Date de l'expérience: 19 janvier 2022",5,19 déc. 2022
80,"Procédure d'inscription simplifiée, tarifs les moins chers
Inscription rapide, procédure simplifiée à l'extrême. Les tarifs sont parmi les moins chers. J'étais chez CDiscount Enetgie qui a revendu à une boite inconnue Elmy qui a doublé les tarifs.
Date de l'expérience: 06 décembre 2022",5,25 déc. 2022
81,"Service client déplorable et incompétent
A ne surtout pas utiliser comme fournisseur d'énergie !!!
J'ai changer de logement depuis 3 mois et j'ai des régules depuis. On ne fait que me prélever de l'argent sans nous en informer. Ils nous on prélever de l'argent sans facture et je ne fais que les appeler pour avoir un remboursement mais je n'ai jamais de réponse concrète ni d'explication par rapport à ça. On doit me rappeler mais RIEN !!!!
Je vais changer de fournisseur et porter plainte parce que ce n'est pas possible d'être aussi peu incompétent et d'envoyer le client dans les roses quand il demande des explications !!!!
Service client très très très MAUVAIS !!
Date de l'expérience: 09 décembre 2022",1,9 déc. 2022
82,"Régularisation
Bonjour,
Sur mon suivi de consommation gaz, ma facture de régulation de gaz m’annonçait un solde en ma faveur de 84€ je vérifie tout les jours sur l’application puis je reçois le chèque Energie de 200€ et la paff du jour au le lendemain je passe à leur devoir 20 euro et 200€ pile d’électricité comme par hasard 🤔 Je leur écrit pour avoir des explications, réponse faut pas tenir compte de cette estimation que ce n'est qu'une estimation. Comment est-ce possible alors que GRDF leur fournit ma consommation réèlle tous les mois. On me demande de faire une capture d’écran ben la blague si j’avoue deviner j’en aurai fait c’est un peu trop tard là , je surveille chaque jours la consommation j’ai bien l’impression qu’on se fait entuber grave et à les écouter notre foyer et toujours plus consommateur que les autres . Que faut-il faire pour savoir si il y’a arnaque ?
Date de l'expérience: 24 décembre 2022",1,29 déc. 2022
83,"Total énergie une multinationale…
Total énergie une multinationale incapables de nous fournir en électricité (contrat provisoire en attente d'un contrat cadre) ou aucune réponse n'est donné après nous avoir fait signer un contrat. Deux jours passé au téléphone pour au final aucune réponse avec 7 numéro différents qui se renvoient la balle une honte absolue
Il mettent une entreprise de 5 personnes en péril mais ils s'en foutent complet.
Grâce à eux j'ai du repoussé deux fois l'ouverture de mon magasin pour au final ne plus avoir de visu sur une date possible.
Aucune réponse au mail non plus d'ailleurs !!! Une aberration pourquoi avoir accepté un groupe comme carrefour pour au final ne pas pouvoir nous fournir !!
Date de l'expérience: 13 décembre 2022",1,14 déc. 2022
84,"A fuir
Nous sommes chez totale depuis un 2 ans je croit , à notre ancien logement tout c est bien passer quand on souscrit ect , mais alors depuis juillet 2022 que nous avons déménagé c'est l enfer !!! Ils nous ont fais un contrat sans qu on le demande et quand on leur explique que c est de leur faute rien a cirée , je souhaitée ouvrir que l électricité pour nos travaux, en septembre j ai du payer 2 contrats en tout presque 400€ hors que notre nouveau logement le gaz étais couper totalement car nous du tout refaire, et depuis c est une galère comme pas possible, ils nous prélève des somme astronomique en gaz hors nous avons rien changer à nos habitudes, quand on les appels eux voit pas de problème lol gaz +électricité 315€ en décembre lol je souhaiter refaire une mensualité pour chaque mois sa fais 2 mois qui nous ballade. C est une honte d'avoir fais un contrat sans notre consentement , de plus vu les sommes qui nous prélève, nous allons changer de fournisseur prochainement. C est une honte et le service client c est pire je suis totalement déçu
Date de l'expérience: 09 janvier 2023",1,9 janv. 2023
85,"Service 0. Impossible d'obtenir une attestation de logement.
Impossible d'obtenir une attestation de domicile pour ma conjointe car ça fait ""trop de caractères sur la facture"" 😂. J'en ai vu des sociétés qui n'en ont rien à faire de leurs clients mais je crois que là on touche le fond. Résiliation en cours et rebonjour EDF.
--
En réponse au message du dessous : J'ai du mal à comprendre comment ce n'est pas ce que vous souhaitez refléter alors que c'est ce que vous faites et ce même en insistant 3 fois par mail j'obtiens la même réponse et le même refus. Si c'est réellement pas ce que vous cherchez à réflêter vous auriez essayé de me contacter et de résoudre le problème ce qui n'est pas le cas. Bref service client 0.
Date de l'expérience: 09 décembre 2022",1,Actualisé le 12 déc. 2022
86,"Grosse arnaque !!
Grosse arnaque !!!
Voila 4 mois que j'ai souscrits chez total pour le gaz .... avec cette fameuse carte total en cadeau.... Malins chez total la hausse du carburant revient que je n'ai toujours pas bénéficié de ma carte ET ses avantages .... et quand je les appelle c'est un fiasco complet tout le monde se rejette la faute et encore plus fou, ce serait de ma faute 😡 ...
A croire qu'ils ne s'en mettent pas assez dans les poches
Date de l'expérience: 15 novembre 2022",1,15 nov. 2022
87,"FUYEZ
J'ai souscrit un abonnement qui prenait cours le 01/12/2022. Après de nombreux appels téléphoniques au service clientèle, j'ai décidé de résilier mon abonnement et j'ai écrit à l'Association des Consommateurs Test-Achats
A EVITER - FUYEZ
Date de l'expérience: 06 décembre 2022",1,6 déc. 2022
88,"Nous sommes en litige avec vous des…
Nous sommes en litige avec vous des sommes demandées énorme !!!!pas possible !!!plus de 7000 Euro demandé pour une année ????des 300 euro en été ????? pour une maison de 90 mètre carré des demandes de 689 euro de mensualité ???? nous avons demandé qu une personne se déplace pour voir d où vient le problème mais réponse négatif c est une honte nous avons pris RV avec l union fédéral des consommateurs car vous ne voulez pas faire le nécessaire les sommes demandées n existent pas impossible !!!!! Et nous ne comptons pas en rester là !!!!!c est honteux !!!!!
Date de l'expérience: 26 novembre 2022",1,26 nov. 2022
89,"service client
Le service client est accessible facilement, ils répondent aux questions avec professionnalisme et s'occupe des problèmes rapidement.
Date de l'expérience: 15 décembre 2022",5,6 janv. 2023
90,"Des escrocs !
Des escrocs. A fuir !
J'ai résilié mon contrat d'électricité en stipulant qu'il n'y a personne que je ne connaisse qui reprenne l'appartement derrière.

Je continue encore aujourd'hui à payer leur facture alors que je ne suis plus dans cet appartement depuis 1 mois ! 66€ qu'ils m'ont volé !

C'est la première fois qu'une telle chose m'arrive avec un fournisseur électricité. Je vais en parler autour de moi, DU VOL !
Date de l'expérience: 09 novembre 2022",1,9 nov. 2022
91,"Services client inexistant et incompétent
Services client inexistant . Les personnes qui vous répondent sont moins informé que vous sur leur entreprise . 6 mois que ma régularisation ( ils doivent me rembourser bien évidemment ) est bloquée , chaque mois c est une raison différente et farfelue . Chaque mois on me dit dans 2 semaines c est fait . Et à ce jour la personne me dit « je ne sais rien faire, et on a pas la possibilité de joindre les gens (de leur entreprise) qui s occupent des régularisations. Des incompétents. Les tarifs sont intéressants quand vous signer mais augmentent aussitôt . A fuir
Date de l'expérience: 24 novembre 2022",1,24 nov. 2022
92,"Jamais eu de soucis avec eux
Jamais eu de soucis avec eux, appli très bien faite pour le suivi, et les documents. Interactif et réactif, rien à dire.
Date de l'expérience: 31 janvier 2022",5,9 janv. 2023
93,"Très content
Nous sommes chez total energie depuis plus de 4 ans maintenant et sommes très ravi. Vous pouvez souscrire les yeux fermés même si j'avoue que certains commentaires font peur. Personnellement, on a jamais eu de problèmes et payons moins cher par rapport où on etait avant. Si vous voulez souscrire n'hésitez pas à utiliser mon code parrain :104816286. Vous bénéficerez de 20 euros à la souscription aini que moi. Cordialement.
Date de l'expérience: 05 novembre 2022",5,5 nov. 2022
94,"18 mois de facture après résiliation
J'ai continué de payer la facture de gaz pendant 18 mois après ma demande de résiliation.
La consommation était pourtant nulle.
Et voilà que directenergie refuse de me rembourser pourtant l'erreur vient d'eux.
Je suis passée d'une cuisinière à faz à une cuisinière électrique, j'ai appelé directenergie le 18/08/21 et la résiliation n'a été faite que le 07/11/22. La résiliation n'aurait pas été prise en compte en raison d'un problème technique chez eux.
Deux semaines après on me resilie l'électricité à tord, et je paie encore les frais de mise en service....prêt d'une journée sans électricité.
Et malgré toutes ces erreurs je ne suis pas remboursée....
Date de l'expérience: 25 novembre 2022",1,3 déc. 2022
95,"J'aime beaucoup l'application qui me…
J'aime beaucoup l'application qui me renseigne quotidiennement de mes dépenses énergétiques.
Date de l'expérience: 15 janvier 2023",4,15 janv. 2023
96,"Totalenergies : Ne respecte pas ses engagements
Totalenergies n'a aucun respect pour ses clients. Ayant souscrit une offre online électricité en août 2021 incluant une réduction de 10 % qui est passé à 7 % 5 mois après. le 24/11/2022 j'ai reçu un courriel (dans les spam) qui m'indique que cette réduction sera de 0 % au 1er janvier 2023 !!! TOTAL ÉNERGIE n'a aucun respect de l'engagement contractuel et de ses clients ! Si l'on ajoute un abonnement plus cher que chez EDF et une application médiocre du suivi de consommation, il n'y a aucun avantage à rester chez totaleneergies et contribuer à ce que ce fournisseur génère toujours plus de profits au détriment de ses clients et de l'Etat. A fuir !!!!!!!! client 111038870 -
Date de l'expérience: 24 novembre 2022",1,5 déc. 2022
97,"Bonne expérience
Les tarifs sont les plus attractifs du marché. Les opérateurs répondent rapidement au téléphone et sont réactifs. Pour bénéficier du parrainage et de la remise de 20€ (voici mon code parrain 113194417) , il faut souscrire par téléphone. Changement de fournisseur en toute transparence. Attention toutefois à l'assurance ""assistance technicien à domicile"" payante qui m'a été incluse par défaut dans l'offre alors que je ne l'avais pas demandée.
Date de l'expérience: 04 novembre 2022",4,4 nov. 2022
98,"Mauvaise foi et aucune considération
J avais 2 contrats chez eux (en attendant la vente d'une de mes maisons), ils m'ont coupé le compteur sans aucune demande de ma part (sachant que j'habite en Auvergne et que les grands froids arrivent)... aucun recours... aucune considération...
Et bien sûr, il me demandait des frais de remise en service si je voulais faire remettre le compteur.
J'ai demandé à ce qu'ils écoutent les conversations enregistrées lors de mes appels, mais rien a été fait.
Je vais arrêter mon 2ème contrat chez eux.
Date de l'expérience: 02 novembre 2022",1,9 nov. 2022
99,"Dommage qu'il y ait toujours un…
Dommage qu'il y ait toujours un décalage de 2 ou 3 jours, voir plus dans le suivi de consommation.
Date de l'expérience: 14 janvier 2023",4,14 janv. 2023
100,"Satisfait du service client
Le service client de Total Energies est très réactif, ils répondent rapidement aux mails et au téléphone et ils ont pu efficacement résoudre le problème de blocage causé par la résiliation de mon précédant fournisseur.
Date de l'expérience: 02 décembre 2022",5,3 déc. 2022
101,"Extrêmement déçue de TotalEnergie
Extrêmement déçue de TotalEnergie.
Depuis 9 mois mes consommations sont estimées, je l'ai remarquée seule. Si je n'avais pas pris la peine de leur faire part de cela, ils n'auraient rien fait (bien que rien de concret n'a été fait, jusqu'à ce jour).
Toutes les semaines, je passe plusieurs heures au téléphone pour résoudre le problème, en vain. Les interlocuteurs ne communiquent pas les mêmes informations, ne savent pas qui fait quoi, nous envoient de service en service, rejettent la faute sur leurs collègues, me disent d'envoyer mes index mais finalement ne font rien avec, me demande de finalement faire les transmissions auprès d'Enedis or que cela relève de leur fonction, etc.
A part s'excuser, ils ne font rien.
Date de l'expérience: 07 décembre 2022",1,7 déc. 2022
102,"SERVICE CLIENT NULLISSIME
INCROYABLE TOTAL ENERGIE PAYE UN AGENT POUR REPONDRE AUX MECONTENTS :

""Je comprend votre mécontentement. TotalEnergies est très attaché à la qualité de ses services et à la satisfaction de ses clients. Je vous présente toutes nos excuses concernant cette situation qui ne reflète en rien notre professionnalisme.""

SELON TRUST PILOTES 45 % ONT DONNE 5 ETOILES 13 % ONT DONNE 4 ETOILES ET 38 % ONT DONNE UNE ETOILE CAR ILS N'ONT PAS PU METTRE ZERO ETOILE.
1°) LORSQUE ON REGARDE LES GENS QUI ONT MIS 5 OU 4 ETOILES CE SONT DES PERSONNES QUI DECLARENT QUE TOUT S' EST BIEN PASSE : OUF ILS ONT EU CHAUD TANT MIEUX POUR EUX.
MAIS PERSONNELLEMENT JE NE METS PAS 5 OU 4 ÉTOILES A QUI A FAIT SIMPLEMENT SON TRAVAIL. AUCUN MERITE.
2°) 38 % DE MECONTENTS PLUS DU TIERS
ET TOTALENERGIE VIENT NOUS PARLER QUE LEURS AGENTS ONT UN COMPORTEMENT PROFESSIONNEL

NON NON ET NON LE SERVICE CLIENT N' A AUCUN SENS DU PROFESSIONNALISME TOTALENERGIE EST PIRE QUE L'ADMINISTRATION INCAPABLE DE REPONDRE AUX BESOINS DES USAGERS
Date de l'expérience: 27 décembre 2022",1,2 janv. 2023
103,"Par contre j'ai parlé à un…moi
Par contre j'ai parlé à un collaborateur, il a été d'une patience incroyable... Merci monsieur Olivier d'avoir totalement éclairé ma lanterne.
Date de l'expérience: 29 décembre 2022",5,29 déc. 2022
104,"À fuir
TotalEnergies est une supermajor du secteur des énergies fossiles qui couvre l'ensemble de la chaîne pétrolière et gazière. Elle est responsable de graves violations des droits de l'homme et de l'environnement, notamment en ce qui concerne l'oléoduc EACOP (East African Crude Oil Pipeline). Total fait face à l'opposition de la société civile africaine et internationale et des groupes de justice environnementale pour ce projet destructeur et ses pratiques de greenwashing.
Date de l'expérience: 27 octobre 2022",2,27 oct. 2022
105,"Souscription nouvel contrat électrique et gaz
La souscription s’est faite très rapidement et les contacts ont été très cordiaux, interlocuteur très sympas et très professionnel, prix des énergies plus bas du marché merci total énergie
Date de l'expérience: 12 décembre 2022",5,12 déc. 2022
106,"Publicité mensongère sur bonus 40 euros.
Service client Total énergie n arrive pas depuis 3 mois à valider les 40 euros de bonus promis lors de mon adhésion fin juin à un contrat électricité, mis en place le 15 juillet. Impossible d avoir 40 euros sur ma carte clubs total, malgré des dizaines de mails et appels téléphoniques.
Publicité mensongère sur cette proposition.
Date de l'expérience: 15 juillet 2022",1,23 oct. 2022
107,"Début décembre j’ai eu une personne…
Début décembre j’ai eu une personne concernant ma consommation et j’ai eu tous les bons geste à pratiquer que je mettais déjà à contributions
Date de l'expérience: 07 décembre 2022",5,29 déc. 2022
108,"Je suis en attente d'un remboursement…
Je suis en attente d'un remboursement de plus de 1600€ depuis le mois d'août. Je suis furieux de voir à quel point nous avons à faire à des charlatans.
A fuire, aucune réponse seulement un plateau téléphonique à l'autre bout du monde.
Date de l'expérience: 21 novembre 2022",1,21 nov. 2022
109,"Appli brouillonne et conseillers incompétents
Mon suivi consommation mensuel s est arrêté depuis plus de un mois sans raison. En chattant avec des conseillers on me dit de prendre une photo du problème puis d attendre et enfin c est le consentement de suivi qui ne dure qu un an. Ça bug au bout de 13 mois allez comprendre.
Bref tant que ça marche c est ok mais il ne faut pas avoir de souci.
Aussi les - 10% de remise qui disparaissent comme par magie via un e-mail..trop facile!
Enfin l appli brouillon qui est inutilisable depuis l étranger.
Le site n est pas à la hauteur et les conseillers que j’ai eu non plus.
Un client déçu de plus.
Ça avait pourtant bien commencé.

Réponse de Ludovic de totalenergie sans intérêt. Aucune solution ni explication à mon problème. Réponse automatique sans contenu, digne d’un chatbot.
Bref le service client totalenergie est un mur infranchissable.
Affaire à suivre ( ou pas!)
Date de l'expérience: 19 décembre 2022",2,Actualisé le 28 déc. 2022
110,"Total energies a résilié à tort notre…
Total energies a résilié à tort notre abonnement ! Le temps de les rappeler et qu'ils demandent à ENEDIS de rétablir la situation il s'est passé une journée ou nous n'avons pas eu d'électricité. De plus, des frais de remise en service nous ont été facturés, il a fallut insister pour avoir le remboursement. A ma demande de dédommagement, il nous a d'abord été répondu que le service concerné allait revenir vers nous sous une semaine, premier rappel de notre part : ""c'est en cours il faut attendre 1 semaine encore"", deuxième rappel de notre part : ah ben maintenant il faut envoyer des preuves comme quoi nous avons bien été coupés !!!
Le service client est déplorable ! on dirait qu'ils le font exprès pour que les clients partent. Je déconseille fortement.
Date de l'expérience: 09 novembre 2022",1,7 déc. 2022
111,"Fuyez
Fuyez! 2 ans de problèmes (sur facturation), le prix du kwh qui augmentent de 0.17cts sans nous prévenir. Le service client, j’ai jamais vu des gens aussi incompétents et qui surtout, répondent à tout sauf à tes questions. Ils nous maintiennent que la consommation indiquée sur l’application est une consommation estimée alors qu’il est noté en gros « CONSOMMATION RÉELLE ». Sur l’application, consommation réelle 85€, mais sur le site, consommation réelle 192€, tout ça sur le même mois. Et quand on les contacte, c’est : « non mais il y a le prix de l’abonnement à rajouter ». Donc 15€+85€=192€… on a pas dut avoir les mêmes cours de mathématiques…
En bref, de beaux charlatans!
Date de l'expérience: 22 novembre 2022",1,22 nov. 2022
112,"satisfaction l'appli fonctionne très…
satisfaction l'appli fonctionne très bien contente de total énergie ses clair et net
Date de l'expérience: 14 juillet 2022",5,14 janv. 2023
113,"Que de problèmes pour une si grosse boîte
Retard à la souscription : demande effectuée le 14/9 et activation seulement le 23/10. Donc je vais avoir une facture salée chez mon ancien fournisseur à cause de Total Énergies.
Depuis problème sur la mise en place du tarif HC HP : pas de signal envoyé et le chauffe eau ne déclenche pas automatiquement la nuit.
Impossible d'accéder à l'application : mon dossier est indiqué comme étant toujours en cours d'instruction. Pas de remontées des statistiques de consommation. Un support par téléphone à la ramasse complètement déconnecté : ils n'en savent pas plus que moi. Nul : y a pas d'autres mots qui me viennent.
Date de l'expérience: 23 octobre 2022",1,4 nov. 2022
114,"Divers outils pratiques offerts par cette société
Facture claire. Prélèvements mensuels pratiques. Proposition d'augmentation logique. Application android pas encore au top. Le relevé quotidien demande une manipulation d'accord qui se répète à l'infini. Sinon, société qui fait le job dans un contexte compliqué.
Date de l'expérience: 22 octobre 2022",4,22 oct. 2022
115,"ATTENTION ! FAUX AVIS POSITIFS / Bug application
La majorité des avis positifs sont laissés ici par des chasseurs de parrainage en quête de quelques euros... c'est pitoyable.
Merci de sectionner des VRAIS AVIS de consommateurs et pas des vautours a la recherche d'argent facile...

Personnellement je suis client chez eux pour Gaz + électricité, au niveau tarif et fourniture énergie c'est ok. Par contre impossible d'avoir un suivi journalier gaz qui ne marche pas ! le SAV demande de patienter depuis des semaines. E je ne suis pas le seul..
Y a t il un professionnel dans cette entreprise qui peut regler ce dysfonctionnement?? (et pas se contenter de dire ""patientez""). merci
Date de l'expérience: 23 octobre 2022",2,23 oct. 2022
116,"Service client déplorable
Service client déplorable. J'avais souscris chez total direct energie en 2018 et déjà, le service client n'était pas transparent et des frais étaient appliquées sans raison apparente. Un technicien nous dit quelque chose un jour, le jour d'après un autre technicien dira son contraire.

Je viens de nouveau de souscrire chez eux car tarif bas et voilà encore un soucis. Une demande express est effectuée où je paie un supplément de plus de + 60€. Technicien censé rappelé dans les 24 à 48h.
Aucun appel, ils refont une demande express.
ça dure comme ça depuis 1 semaine.

Ce qui n'est pas logique c'est pourquoi payer et offfrir un service express si dernière ce n'est que du vent ?

Je ne recommande pas du tout surtout au niveau du service client.
Technicien de souscription qui parle gentiment car l'appel est enregistré mais qui raccroche lorsqu'il doit transférer l'appel au commercial.

Vraiment déplorable.
Date de l'expérience: 12 décembre 2022",1,15 déc. 2022
117,"Fuyez le service clients est déplorable
Fuyez le service clients est déplorable
Cela fait plusieurs mois que j'essaie de régler un problème avec une clé conso live
Aucune considération des clients aucune réponse malgré de nombreuses relances
C'est lamentable
Date de l'expérience: 07 novembre 2022",1,7 nov. 2022
118,"Satisfait
Satisfait
J'ai souscrit un contrat d'électricité chez ce fournisseur d'énergie.
L'inscription est simple et rapide et aucun soucis depuis.
Vous Vous gagnerez 20€ en rentrant ce code parrainage : 111814675
Date de l'expérience: 01 novembre 2022",5,16 nov. 2022
119,"À fuir, on ignore mes demandes d’assistance !
Je ne peux pas accéder à la communauté des éclaireurs : communaute-les-eclaireurs.totalenergies.fr j’ai un message comme quoi mon compte utilisateur a été désactivé.
Après plusieurs prises de contact avec le service client TotalEnergies, on m’invite à écrire à des adresses e-mails fantômes parce que cette communauté n’est pas gérée par TotalEnergies mais par une société prestataire. Toujours aucune réponse pour débloquer mon compte malgré mes nombreuses relances par e-mail, c’est honteux d’ignorer les demandes des clients et de ne fournir aucun support ! Je suis privé d’un service et c’est très frustrant, je ne recommande vraiment pas ce fournisseur, à fuir !
Date de l'expérience: 18 mai 2022",1,30 oct. 2022
120,"Total energie a fuir service clients…
Total energie a fuir service clients inexistant,beaucoup d'excuse mais rien ne bouge, leur site jamais à jour ce sont des guignols bien en payé les clients ne sont en pas leur priorité fuyer cette entreprise incompetente
Date de l'expérience: 25 octobre 2022",1,25 oct. 2022
121,"Alors ..
Alors ... Après avoir emmerdé la France entière pendant des semaines pour vous plaindre de vos ""maigres salaires"" (honteux quand on gagne autant !!), je n'apprécie pas du tout le courrier reçu cette semaine concernant les restrictions énergétiques !!! Non mais quel culot ces intrusions dans nos vies pour voir si on consomme plus ou moins que l'hiver dernier, et ces menaces de taxes supplémentaires si ce n'est pas le cas !!! De quoi je me mêle ??? Je fais ce que je veux CHEZ MOI !!! Après les confinements, couvre-feus, interdictions en tout genre, attestations, pass sanitaire, vaccinal, restrictions d'eau, à combien de douches on a droit, à quelle heure on doit arroser son pot de fleurs, comment on doit faire cuire ses pâtes, STOP !!! Rien à faire de vos menaces,
fichez nous la paix !!! Et je vais contrôler mes prochaines factures de très près suite à votre courrier ... À suivre !
Date de l'expérience: 07 décembre 2022",1,Actualisé le 14 déc. 2022
122,"J'étais parti mais je reviens
J'étais parti mais je reviens. Ils sont constants dans leur politique de prix et commerciale, je resterait tant que cela durera, quitte à payer un peu plus cher.
Le gros point positif : Accessible au téléphone
Date de l'expérience: 02 novembre 2022",5,2 nov. 2022
123,"Incompétence administrative +++ a fuir
J’ai eu une coupure d’électricité dans ma ville! Suite à cette coupure, j’ai mon frigo qui a été détérioré! Je dois lancer une procédure auprès de mon assureur! Total énergie est incapable de me fournir les papiers nécessaire ! Ça fait 3 semaines que j’appelle pour la même réclamation… je vais changer de fournisseur parce que c’est juste plus possible.

Ma réponse : C’est mon fournisseur d’accès à l’électricité qui doit adresser la demande à Enedis et non pas moi. Enedis n’enregistre aucune demande de particulier. Ça aussi je dois vous l’apprendre ?
En cas de sinistre totalenergie vous compliquera la vie.
Au lieu de répondre à mon avis, Émilie vous pouvez me contacter afin que j’obtienne ce papier svp.
Date de l'expérience: 28 octobre 2022",1,Actualisé le 3 nov. 2022
124,"Rien à signaler
Rien à signaler, sauf l'alignement tarifaire pour l'électricité, où reste l’intérêt ?
Date de l'expérience: 10 janvier 2023",4,10 janv. 2023
125,"je recommande
je suis informée tous les mois de ma consommation, j'ai des conseils, les tarifs ne s'envolent pas : je suis contente
Date de l'expérience: 26 décembre 2022",5,26 déc. 2022
126,"satisfaisant
Le suivi de la consommation mensuelle est appréciable ainsi que l'adaptation des prélèvements à la consommation.
Date de l'expérience: 29 décembre 2022",4,29 déc. 2022
127,"Informations étonnées, non fiable... A fuir !
J'ai reçu un mail avec les nouvelles conditions applicables pour le service Conso Live. Ce n'est pas clair du tout, j'ai pensé que ma clé Conso Live allait devenir payante 2 € par mois à partir de novembre 2022. Je les contacts, la personne me confirme cela et du coup je résilie l'option. Aujourd'hui je rappel car reçu aucun mail de confirmation ni de mail de procédure pour renvoyer la clé... et la SURPRISE le conseiller me dit mais non pour vous c'est GRATUIT votre clé date d'Avril 2021....
Du coup je demande à remettre l'option mais on me dit c'est plus possible... C'est vraiment malhonnête, aucune info sérieuse, service client qui se moque complètement de ses clients. 3 contrats chez eux qui vont vite partir à la concurrence...
Date de l'expérience: 26 octobre 2022",1,27 oct. 2022
128,"Connexion
L’application n’est pas toujours disponible et il faut très souvent s’identifier à nouveau.
Date de l'expérience: 05 janvier 2023",4,5 janv. 2023
129,"Efficacité du service abonnement et conseils appréciables !
Un interlocuteur à notre écoute qui nous a conseillé correctement en fonction de nos besoins. Nous avons été parrainé par un membre de notre famille. Tout le monde y trouve son compte !
Date de l'expérience: 04 novembre 2022",4,7 nov. 2022
130,"Satisfaction totale
Parfait - J'apprécie particulièrement la communication régulière de mon bilan de consommation
Date de l'expérience: 05 janvier 2023",5,5 janv. 2023
131,"Un bilan mensuel Year to Year facile à comparer
Un bilan mensuel Year to Year, permettant de suivre sa consommation et de la comparer, un remboursement immédiat en fin d'année sur le prévisionnel - la consommation réelle. Très bon fournisseur.
Date de l'expérience: 22 octobre 2022",5,22 oct. 2022
132,"Tarifs compétitifs pour particuliers
Tarifs compétitifs , application pratique et utile pour le suivi de consommation.
Date de l'expérience: 31 décembre 2022",5,8 janv. 2023
